TIME,TIMESTAMP,SiteOutput,CorrConcA_Avg,CorrConcB_Avg,Corrdel13C_Avg,licor
9:08:20,28/10/2014 9:08,3,-259.3255,-2.920689,7.420436,f4
9:08:40,28/10/2014 9:08,4,300.7318,3.288849,-21.78468,f4
9:09:00,28/10/2014 9:09,19,9.293721,0.09911894,-46.0076,f4
9:09:20,28/10/2014 9:09,20,541.1218,5.954413,-15.73066,f4
9:10:20,28/10/2014 9:10,3,777.0916,8.369701,-36.59784,f4
9:10:40,28/10/2014 9:10,4,323.6646,3.487117,-36.3013,f4
9:11:00,28/10/2014 9:11,19,9.209772,0.09657713,-62.00491,f4
9:11:20,28/10/2014 9:11,20,544.7988,5.992584,-16.10326,f4
9:12:20,28/10/2014 9:12,3,776.1355,8.357685,-36.79581,f4
9:12:40,28/10/2014 9:12,4,323.5124,3.486487,-36.02221,f4
9:13:00,28/10/2014 9:13,19,9.254749,0.09696668,-62.79787,f4
9:13:20,28/10/2014 9:13,20,515.7944,5.681592,-14.71152,f4
9:14:20,28/10/2014 9:14,3,774.7914,8.345144,-36.57266,f4
9:14:40,28/10/2014 9:14,4,323.0539,3.478022,-36.99792,f4
9:15:00,28/10/2014 9:15,19,9.218657,0.09743964,-54.5361,f4
9:15:20,28/10/2014 9:15,20,489.2164,5.393086,-13.93323,f4
9:16:20,28/10/2014 9:16,3,774.0829,8.34025,-36.25634,f4
9:16:40,28/10/2014 9:16,4,322.5956,3.478427,-35.51733,f4
9:17:00,28/10/2014 9:17,19,7.135293,0.07259968,-89.87448,f4
9:17:20,28/10/2014 9:17,20,499.993,5.507904,-14.64587,f4
9:18:20,28/10/2014 9:18,3,774.1672,8.336941,-36.74377,f4
9:18:40,28/10/2014 9:18,4,322.9865,3.479089,-36.50139,f4
9:19:00,28/10/2014 9:19,19,6.965974,0.07192639,-76.39007,f4
9:19:20,28/10/2014 9:19,20,499.8181,5.510315,-13.86718,f4
9:20:20,28/10/2014 9:20,3,773.5934,8.334778,-36.27938,f4
