Empty_id,Date,Ring,Tree,Canopy ,CO2,Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
a,22/10/2014,R1,116,upper,aci,168,12:17:18,6443.5,0,-1.089806246,0.28925653,46.52080929,3.647864957,1.381254494,25.66972542,6,1.420000017,1,2.840000033,22.77796936,25.66972542,21.17759323,39.04464722,40.92610168,11.73496342,18.89447212,43.03316116,69.28771973,299.9317932,1798.647217,0.170187637,102.0202866,2.005271196,0.387794197,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499886322,0.003647865,298.8197254,295.9279694,287.7835483,1.114298299,3.308873954,32.4334901,13.53901798,24.22384739,3.035483929,0.262518761,1.92761946,1.107864469,0.166283754,4.746066295,1.136702676,61.11680925,41.44414338,-0.016071144
a,22/10/2014,R1,116,upper,aci,169,12:19:50,6595,0,5.776831056,0.297373009,106.9568916,3.527694122,1.3035876,25.06583977,6,1.420000017,1,2.840000033,21.83697701,25.06583977,20.13923264,155.9821167,143.4146729,11.58743858,18.51327515,44.99278259,71.88505554,299.9537964,1800.219727,0.092716604,102.012886,2.706992388,0.426837623,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499922994,0.003527694,298.2158398,294.986977,288.0351498,1.139088027,3.192180228,31.29193136,12.77865622,23.45140839,2.897688855,0.269186783,1.888592628,1.009096227,0.170565733,10.91098119,0.745787648,62.08971887,140.668644,0.025498349
a,22/10/2014,R1,116,upper,aci,170,12:21:23,6688.5,0,10.20338658,0.305703977,157.1825405,3.532700282,1.273454131,24.85895729,6,1.420000017,1,2.840000033,21.99297905,24.85895729,20.5722065,241.269455,219.30867,11.48957443,18.4262104,44.18709183,70.86429596,299.9384155,1801.017822,0.307351142,102.0060043,3.061347246,0.427007377,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499897359,0.0035327,298.0089573,295.142979,288.1628451,1.186756161,3.153038229,30.91031993,12.48410953,23.42596817,2.893245218,0.275995231,1.879584098,1.01366112,0.174940914,16.03356291,0.716718315,62.61458517,214.4584687,0.029790422
a,22/10/2014,R1,116,upper,aci,171,12:24:28,6873,0,14.28337918,0.305213838,193.9289826,3.578578288,1.291781101,24.9013958,6,1.420000017,1,2.840000033,22.257967,24.9013958,21.0000248,311.1369934,280.5560608,11.29884052,18.3262558,42.75450516,69.34605408,299.93927,1799.540283,0.198130414,101.9985809,2.774115801,0.398593605,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499898783,0.003578578,298.0513958,295.407967,287.9264389,1.189009795,3.161033186,30.99095259,12.66469679,23.5796814,2.920185319,0.275595666,1.869252085,1.050933233,0.174684065,19.78048103,0.691230772,62.16694805,273.7664264,0.032434733
a,22/10/2014,R1,116,upper,aci,172,12:26:40,7005.5,0,19.86188257,0.313647879,266.0673891,3.660750596,1.289266135,24.9083786,6,1.420000017,1,2.840000033,22.27796364,24.9083786,20.96956062,426.1549377,383.6091309,11.17531872,18.36463547,42.2338028,69.40370178,299.9051819,1800.14624,0.232418761,101.9940872,2.425452471,0.376399696,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.49984197,0.003660751,298.0583786,295.4279636,288.023392,1.148898681,3.162350367,31.00523229,12.64059682,23.59317112,2.922559993,0.282453848,1.873084232,1.049475761,0.179094117,27.13730049,0.693589823,62.35625722,374.1677431,0.033100466
a,22/10/2014,R1,116,upper,aci,173,12:29:23,7168.5,0,25.62064844,0.390662562,412.5238227,4.924827279,1.427581044,24.85872459,6,1.420000017,1,2.840000033,22.42707825,24.85872459,21.15856361,574.4872437,540.5592041,11.10984802,16.91772079,41.60502625,63.35480118,500.1669922,1800.807007,0.284507066,101.9885254,1.255469561,0.364326179,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833611654,0.004924827,298.0087246,295.5770782,288.1291147,0.516035632,3.15299444,30.91518804,13.99746725,23.64290142,2.9313289,0.343422334,1.725413397,1.205915503,0.218435973,42.07269637,0.763142723,59.22280786,528.3803749,0.028716561
a,22/10/2014,R1,116,upper,aci,174,12:31:55,7320.5,0,25.53120659,0.386765516,1075.22896,4.990161635,1.45910373,24.99844742,6,1.420000017,1,2.840000033,22.59491158,24.99844742,21.3611908,1257.543213,1219.613525,10.98273563,16.86820602,40.70980072,62.52552414,500.1455688,1800.078613,0.220989257,101.983551,-4.613671303,0.336063087,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833575948,0.004990162,298.1484474,295.7449116,288.0125717,0.483675458,3.17938328,31.1754518,14.30724578,23.7966795,2.958590226,0.340407155,1.72027955,1.238310676,0.216484525,109.6556675,0.881614493,58.61393734,1207.477213,0.012393481
a,22/10/2014,R1,116,upper,aci,175,12:35:25,7530,0,26.74436821,0.333802969,1295.936847,4.643766909,1.547603094,25.13366699,6,1.420000017,1,2.840000033,22.49884605,25.13366699,21.15396881,1511.195313,1470.922974,10.77431488,16.25385857,40.16792679,60.59632111,500.2191467,1800.581787,0.092717238,101.975914,-7.801659584,0.33665055,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833698578,0.004643767,298.283667,295.6488461,288.0930795,0.634501011,3.205105177,31.43002158,15.17616301,23.81625652,2.962076642,0.298695427,1.657502083,1.304574558,0.189550422,132.1543444,0.881036512,55.737541,1458.209982,0.01022257
a,22/10/2014,R1,116,upper,aci,176,12:37:28,7653.5,0,26.64540723,0.259520506,1512.316954,3.932260402,1.646842469,25.1461792,6,1.420000017,1,2.840000033,22.21079063,25.1461792,20.75885773,1771.979858,1731.84668,10.65981579,15.30475903,40.44179535,58.06404114,500.1669006,1801.510742,0.278149217,101.9716797,-10.73891544,0.346622169,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833611501,0.00393226,298.2961792,295.3607906,288.2417123,0.968273482,3.207494455,31.45475748,16.14999846,23.67848492,2.937617426,0.237791051,1.560651985,1.376965441,0.150429994,154.2135,0.873239515,51.82915672,1719.180729,0.008032948
a,22/10/2014,R1,116,upper,aci,177,12:39:15,7760.5,0,26.62181251,0.197486798,1462.466148,3.222868173,1.738873546,25.13527679,6,1.420000017,1,2.840000033,22.04884529,25.13527679,20.57064438,1773.868408,1735.22644,10.57303715,14.38336372,40.50598526,55.1035881,500.1953125,1799.716797,0.027942408,101.9607773,-10.76345158,0.345771492,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833658854,0.003222868,298.2852768,295.1988453,287.9546811,1.315642068,3.205412491,31.4377016,17.05433788,23.59206104,2.922364516,0.184646896,1.466538945,1.45582557,0.116493068,149.1141853,0.842809972,48.08968252,1722.571706,0.007432112
a,22/10/2014,R1,116,lower,aci,325,13:33:25,11010,0,-1.245975147,0.199031766,50.18674153,3.327736684,1.775828836,26.50188446,6,1.420000017,1,2.840000033,23.2780323,26.50188446,21.7171917,38.63980865,40.86029434,10.14587784,16.69167519,36.03449249,59.28280258,299.9351501,1800.761597,0.236225069,101.8440628,1.820841789,0.281353652,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499891917,0.003327737,299.6518845,296.4280323,288.121849,1.236533829,3.475776852,34.12841904,17.43674385,24.88995838,3.158876758,0.18599681,1.699948016,1.458928742,0.117352819,5.111221656,1.22825208,51.00966737,41.45257125,-0.015332409
a,22/10/2014,R1,116,lower,aci,326,13:36:12,11177.5,0,4.260693284,0.213992849,107.9272903,3.32812197,1.66082581,25.92513657,6,1.420000017,1,2.840000033,22.32104301,25.92513657,20.64785194,154.6813812,145.1918335,10.13271236,16.67912865,38.1336441,62.77055359,299.945343,1800.424438,0.42547071,101.8346863,2.321101189,0.306797683,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499908905,0.003328122,299.0751366,295.471043,288.0679037,1.189086141,3.359339643,32.98816706,16.30903841,24.12308979,3.017191025,0.198998401,1.698513833,1.318677192,0.12563951,10.99074174,0.743342705,52.85433269,143.166504,0.015729664
a,22/10/2014,R1,116,lower,aci,327,13:38:33,11318,0,7.936185679,0.226823214,153.4764921,3.348773022,1.583727657,25.54755402,6,1.420000017,1,2.840000033,21.91349411,25.54755402,20.23576546,235.3101501,217.9735718,10.11934471,16.70663834,39.0392189,64.4522171,299.9252625,1800.292603,0.173995852,101.8302994,2.468485832,0.316256225,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499875437,0.003348773,298.697554,295.0634941,288.04681,1.176579531,3.28496964,32.25925545,15.55261711,23.73052406,2.946835333,0.210047297,1.701241983,1.24559335,0.132690297,15.62855713,0.704105965,54.23390334,214.2010892,0.020093751
a,22/10/2014,R1,116,lower,aci,328,13:40:48,11453.5,0,11.41538247,0.23626576,198.6259074,3.357487233,1.529443746,25.27055359,6,1.420000017,1,2.840000033,21.6402874,25.27055359,19.96922874,312.124176,287.3564453,10.10874653,16.71345711,39.65351105,65.56176758,299.910675,1801.553101,0.227336586,101.8272552,2.397868156,0.330834091,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499851125,0.003357487,298.4205536,294.7902874,288.2484897,1.176714652,3.231329209,31.73344112,15.01998402,23.45542049,2.898390194,0.218119893,1.701885463,1.196504731,0.137846817,20.22553098,0.691217861,55.21872927,281.9301192,0.022358126
a,22/10/2014,R1,116,lower,aci,329,13:43:26,11611.5,0,15.21393641,0.242002193,276.8128341,3.347654281,1.491857704,25.06300545,6,1.420000017,1,2.840000033,21.44779587,25.06300545,19.778162,425.7516174,392.6886902,10.10863495,16.69334793,40.12168121,66.25673676,299.9466248,1799.542847,0.246394709,101.8239975,2.114329338,0.337416351,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499911041,0.003347654,298.2130054,294.5977959,287.926849,1.181353524,3.191641122,31.34468495,14.65133702,23.25540066,2.863605864,0.222999916,1.699783418,1.163822446,0.140966089,28.18618933,0.704916747,55.86761577,385.4567135,0.02205089
a,22/10/2014,R1,116,lower,aci,330,13:46:00,11765,0,18.50305472,0.241371292,393.8494992,3.308297505,1.477953463,24.94406509,6,1.420000017,1,2.840000033,21.30784607,24.94406509,19.64918518,576.9369507,536.3703003,10.10149479,16.61004829,40.43468475,66.48740387,299.9142456,1799.337891,0.372113109,101.8140335,1.510569572,0.342505157,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499857076,0.003308298,298.0940651,294.4578461,287.8940561,1.199559611,3.169089476,31.12625408,14.51620579,23.12595558,2.841289914,0.222464093,1.691136014,1.1501539,0.140623519,40.09940611,0.734286554,55.96559998,527.5748342,0.019628202
a,22/10/2014,R1,116,lower,aci,331,13:49:32,11977.5,0,19.96307735,0.229454146,979.6536985,3.193923437,1.495226249,24.91326332,6,1.420000017,1,2.840000033,21.23910904,24.91326332,19.57412529,1201.198975,1153.889893,10.10008812,16.38487244,40.59584808,65.85662842,299.9235535,1799.696655,0.027940806,101.8040161,-3.340138435,0.343413055,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499872589,0.003193923,298.0632633,294.389109,287.9514584,1.255260592,3.163272066,31.07217365,14.68730121,23.07618618,2.832750393,0.212301519,1.668045818,1.164704575,0.134129794,99.73268091,0.849001022,55.20217224,1144.400402,0.009629543
a,22/10/2014,R1,116,lower,aci,332,13:52:13,12138,0,20.53509121,0.215825571,1256.245189,3.083656071,1.527865091,24.97637558,6,1.420000017,1,2.840000033,21.26358795,24.97637558,19.60032463,1501.382568,1451.348022,10.11387634,16.18301392,40.58636093,64.94143677,299.9193726,1799.062012,0.147324756,101.7941895,-6.62321949,0.342573822,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499865621,0.003083656,298.1263756,294.413588,287.8499154,1.306215444,3.175201876,31.19236857,15.00935466,23.11998177,2.840263728,0.200582333,1.647336784,1.192926944,0.126649798,127.8784608,0.865571296,54.19481086,1441.586624,0.007719934
a,22/10/2014,R1,116,lower,aci,333,13:55:45,12350.5,0,20.9515313,0.199240622,1504.968559,2.914932941,1.556169996,24.9467907,6,1.420000017,1,2.840000033,21.19003487,24.9467907,19.52248573,1775.338745,1723.38147,10.11309624,15.85133839,40.76324081,63.89258957,299.9588318,1799.489746,0.25528267,101.7853928,-9.781788826,0.347521484,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499931386,0.002914933,298.0967907,294.3400349,287.9183529,1.389657818,3.1696047,31.14007436,15.28873598,23.06841278,2.831418648,0.186179193,1.613434703,1.217983945,0.117468986,153.1838159,0.873264907,53.01805054,1713.422115,0.006482987
a,22/10/2014,R1,116,lower,aci,334,13:56:51,12416.5,0,21.29099603,0.193890377,1497.545054,2.86159271,1.567128888,24.94886589,6,1.420000017,1,2.840000033,21.17300987,24.94886589,19.50200844,1776.229858,1723.768433,10.11332893,15.74788857,40.8058548,63.54050446,299.9200134,1800.3125,0.064773157,101.7830505,-9.793873787,0.341361701,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499866689,0.002861593,298.0988659,294.3230099,288.0499936,1.416586463,3.169997025,31.14464548,15.39675692,23.06093788,2.83013856,0.181499199,1.602868138,1.227270422,0.114488785,152.424704,0.868762315,52.61202257,1713.647713,0.006536713
hot,23/10/2014,R4,408,upper,aci,150,11:30:53,5410,0,-1.59001432,0.174876981,44.41503973,3.369445011,2.012913074,28.32129669,6,1.420000017,1,2.840000033,25.13733482,28.32129669,23.50486565,27.07120895,30.31311798,11.0958147,18.30307007,35.05190277,57.819767,275.3703308,1800.869385,0.233698055,101.2720413,2.314598083,0.277884483,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.458950551,0.003369445,301.4712967,298.2873348,288.1390951,1.209334198,3.866502342,38.17936611,19.87629604,26.72931576,3.522651663,0.164733297,1.853589268,1.669062395,0.103824013,4.498001739,1.465208553,49.53421729,31.06893464,#REF!
hot,23/10/2014,R4,408,upper,aci,151,11:33:45,5582,0,4.151940795,0.188509726,103.3033784,3.265562139,1.82028361,27.30637169,6,1.420000017,1,2.840000033,23.87200737,27.30637169,22.16257858,154.2420654,144.1708984,11.02251625,18.00879478,37.55932999,61.36514282,275.4044189,1800.950684,0.203210309,101.2720413,3.425590515,0.307703972,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.459007365,0.003265562,300.4563717,297.0220074,288.1521029,1.236275792,3.64407102,35.98299167,17.97419689,25.58918953,3.29309913,0.17677593,1.82378741,1.46931172,0.111482471,10.46174401,0.716534193,51.8576905,142.1972646,#REF!
hot,23/10/2014,R4,408,upper,aci,152,11:36:38,5755.5,0,8.105816926,0.195024238,141.8316355,3.170227488,1.713271404,26.63875008,6,1.420000017,1,2.840000033,23.0725441,26.63875008,21.34810066,236.3505249,217.1861877,10.89548683,17.68178368,38.95994186,63.22629166,275.3347473,1800.720581,0.312440962,101.2708054,3.811027527,0.322764397,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.458891246,0.003170227,299.7887501,296.2225441,288.1152865,1.272325815,3.503919877,34.59950639,16.91772271,24.85564709,3.152415366,0.182492393,1.790648473,1.361766893,0.115121127,14.36340395,0.653041692,53.01795293,213.3330706,#REF!
hot,23/10/2014,R4,408,upper,aci,153,11:39:00,5897,0,11.59812701,0.197475516,177.7208909,3.098963442,1.656285506,26.20539093,6,1.420000017,1,2.840000033,22.60998726,26.20539093,20.88458252,310.6037903,283.420929,10.73698616,17.37151909,39.48397446,63.88166809,275.3890686,1800.678589,0.463583022,101.2692566,3.936485291,0.327342033,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.458981781,0.003098963,299.3553909,295.7599873,288.1085678,1.308419022,3.41548633,33.72678387,16.35526478,24.40768909,3.069111021,0.184637033,1.759200824,1.309910197,0.116486787,17.9976625,0.627056342,53.47051279,277.9077348,#REF!
hot,23/10/2014,R4,408,upper,aci,154,11:41:12,6029.5,0,16.51550591,0.197266463,240.3381297,3.035917285,1.624878503,25.89355469,6,1.420000017,1,2.840000033,22.25525475,25.89355469,20.52755356,429.0609436,390.4886475,10.56347084,17.06614494,39.6905365,64.12328339,275.3426514,1799.469727,0.212099031,101.2639236,4.158683777,0.333626747,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.458904419,0.003035917,299.0435547,295.4052547,287.9151498,1.335465181,3.353063301,33.11212109,16.04597614,24.07440472,3.008386665,0.184454266,1.728184798,1.280201866,0.116370394,24.33758201,0.615480453,53.52175993,382.6379669,#REF!
hot,23/10/2014,R4,408,upper,aci,155,11:43:50,6187,0,22.12408096,0.191828117,329.9994681,3.015360412,1.656804705,25.9250145,6,1.420000017,1,2.840000033,21.90945816,25.9250145,20.17034531,588.4744873,536.734314,10.35211658,16.81276894,39.72450638,64.51617432,275.3279724,1800.347534,0.289568067,101.2629547,3.762321472,0.331606865,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.458879954,0.00301536,299.0750145,295.0594582,288.055599,1.298135329,3.359315364,33.17417879,16.36140985,23.91723633,2.980116959,0.179690877,1.702510659,1.2776063,0.113337634,33.4167212,0.614828342,52.61653846,526.2175855,#REF!
hot,23/10/2014,R4,408,upper,aci,156,11:47:22,6399.5,0,26.85596025,0.18759396,869.5403421,2.80445801,1.575278057,25.13585663,6,1.420000017,1,2.840000033,21.48051262,25.13585663,19.75933456,1202.361694,1136.905273,10.08779526,16.09938622,39.73802567,63.41898727,275.3987732,1800.88501,0.306085944,101.261322,0.866569519,0.331376076,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.458997955,0.002804458,298.2858566,294.6305126,288.1415951,1.46192909,3.205523188,31.65594844,15.55656222,23.30818462,2.872749575,0.175970375,1.630245132,1.242504443,0.110969888,88.05080459,0.764830952,52.77469606,1124.139236,#REF!
hot,23/10/2014,R4,408,upper,aci,157,11:49:57,6554.5,0,27.00333283,0.179765494,1148.449585,2.707747804,1.583531269,24.9890213,6,1.420000017,1,2.840000033,21.30196762,24.9890213,19.5801239,1501.929688,1434.63208,9.936090469,15.74276257,39.56927872,62.69364929,275.3853149,1800.532837,0.299728185,101.2570496,-1.731819153,0.339159966,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.458975525,0.002707748,298.1390213,294.4519676,288.0852475,1.50867015,3.177596959,31.38148872,15.63872616,23.14549446,2.84464858,0.169064122,1.594065689,1.25058289,0.106577097,116.2886165,0.800518545,52.00142567,1421.795989,#REF!
hot,23/10/2014,R4,408,upper,aci,158,11:52:28,6705,0,27.16839477,0.171363538,1380.479307,2.642624651,1.616830131,25.03179741,6,1.420000017,1,2.840000033,21.27713203,25.03179741,19.54595947,1755.956177,1687.052246,9.826011658,15.49420547,39.19011307,61.79716492,275.3977051,1798.579712,0.398801357,101.2559357,-4.124275208,0.339286804,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.458996175,0.002642625,298.1817974,294.427132,287.7727475,1.529878292,3.185710404,31.46196203,15.96775656,23.15446472,2.846191699,0.161611988,1.568880273,1.277311426,0.101840567,139.7817239,0.81827893,50.98474592,1674.137692,#REF!
hot,23/10/2014,R4,408,upper,aci,159,11:54:06,6803.5,0,27.31482231,0.167570618,1374.210953,2.601237731,1.625626904,25.00754547,6,1.420000017,1,2.840000033,21.22732353,25.00754547,19.49032784,1757.235474,1688.146729,9.780787468,15.36190605,39.12902451,61.45685196,275.3510132,1799.408447,0.119384103,101.2557526,-3.849861145,0.324513435,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.458918355,0.002601238,298.1575455,294.3773235,287.9053451,1.549916061,3.181108262,31.41656826,16.05466221,23.1174345,2.839826256,0.158234208,1.555481358,1.284344898,0.099694858,139.1467642,0.814035255,50.58902435,1675.16257,#REF!
hot,23/10/2014,R4,422,lower,aci,299,12:55:37,10494.5,0,-1.322283471,0.232543799,49.54986735,3.911795797,1.790022624,27.59483337,6,1.420000017,1,2.840000033,23.97708702,27.59483337,22.29050255,38.79613876,41.1198616,11.26143169,18.93969154,38.09289169,64.06536102,299.888855,1799.529785,797.3382568,101.1685867,2.707237244,0.312651634,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499814758,0.003911796,300.7448334,297.127087,287.9247592,0.870826049,3.706124451,36.63315433,17.69346278,25.7859602,3.331757612,0.214943849,1.916101827,1.415655785,0.135817551,5.012890052,1.205010557,54.08050559,41.74841184,#REF!
